id;created_at;full_text
11173;2020-04-09 08:51:08+00:00;"Good returns in the falling market?Know how.
https://t.co/ICoEoj585M
#StockMarket #stocks #Economia #investing #Investment #ThursdayThoughts #finance #Nifty #profits"
11174;2020-04-09 08:51:05+00:00;After giving a whopping 34% gains in past 4 sessions, #lupin is now trading above its 200 SMA on an EOD chart. #stocks https://t.co/uRlNECeJV0
11175;2020-04-09 08:50:54+00:00;"Why I #invest in #stocks
- $€¥£, lose value
- to beat inflation
- to not have to work until I die (don't count too much on your retirement pays)
- it is one of the best investment strategy if you go long term.
More frivolous:
- to beat S&amp;P 500 index and if I could, #Fundsmith"
11176;2020-04-09 08:50:28+00:00;"RT @CallMeShylo: A 30 point bleed from Shylo's 🗝️ 2777

https://t.co/C8USiQGAP3

Well done to @tradejerome @mertycom @Shylobot for paying a…"
11177;2020-04-09 08:50:08+00:00;"Recommended 3 #stocks in today's economic times.
Buy Chola Inv : + 14% 
Buy ICICI Sec : + 13%
Sell Britannia : - 0.7%
@IIFLMarkets"
11178;2020-04-09 08:50:07+00:00;"@ReggieEasterli1 @leadlagreport Our system stops us making predictions &amp; removes subjectivity. You are either in buy or sell. So for example the #SP500 atm on our system is in SELL so we are out. See chart. Key: above the cloud ""In Buy"" below ""In Sell"". https://t.co/V7C06GSIku"
11179;2020-04-09 08:49:52+00:00;Everyone learning about that @RobinhoodApp #StockMarket #stocks #DowJonesFutures #NASDAQ https://t.co/RYkO6siKSV
11180;2020-04-09 08:49:37+00:00;"RT @CallMeShylo: A 30 point bleed from Shylo's 🗝️ 2777

https://t.co/C8USiQGAP3

Well done to @tradejerome @mertycom @Shylobot for paying a…"
11181;2020-04-09 08:49:11+00:00;Do you know everything while trading in $DJIA $CAT $XOM $GS https://t.co/8zP8MKc2dK https://t.co/wRpUlx75RW
11182;2020-04-09 08:49:06+00:00;"Attention AKD Clients! 📢
Here's how to access your Analytics Portal! Login to your trading terminal &amp; click the ""AKD Analytics"" button on top. You can also directly analyze a company by double clicking on its symbol on the terminal.
#KSE100 #PSX #PakistanStockExchange #stocks https://t.co/143xyX6hWO"
11183;2020-04-09 08:48:36+00:00;"A 30 point bleed from Shylo's 🗝️ 2777

https://t.co/C8USiQGAP3

Well done to @tradejerome @mertycom @Shylobot for paying attention 👁️

$SPX $NQ_F #ES_F $DJIA https://t.co/SqMd2UflwH"
11184;2020-04-09 08:48:03+00:00;RT @ResearchPool: $A1XAEB #Quantum Genomics S.A.S. Quantum Genomics - Additional Financing Secured: Quantum Genomics recently announced a f…
11185;2020-04-09 08:47:38+00:00;"Shorted $LINK yesterday from $3.00-$3.09, and exited at $3.13.

Now going to short again around $3.40.

Not sure if it glides past this resistance. 

FYI, I hold more $LINK than any other Altcoin for long-term.

#Bitcoin #LINK #XRP #ETH #COVID19 #forex #stocks $BTC https://t.co/ZhoEL6Lirq"
11186;2020-04-09 08:47:25+00:00;$spy $gspc $aapl $nflx $goog $tsla Credit Suisse lowers target prices on U.K. banks and downgrades HSBC  https://t.co/C4gErjhKmV
11187;2020-04-09 08:47:24+00:00;"**Riddhi Siddhi Share Brokers**

*LOSS RECOVERY CALL*

*GO LONG 🚀IN #AMBUJACEM CMP 159 LOT SIZE 2500*

GO WITH STRICT *STOP LOSS* AS PER YOUR RISK APPETITE

Refer our disclaimer #RIDDHISIDDHI #stocks #investing #trading #investkarbefiker"
11188;2020-04-09 08:47:14+00:00;RT @BohleenDan: A strong day above the box w/ #BernieSanders dropping out. #Dow hugging the demand line right under what will be near-term…
11189;2020-04-09 08:46:52+00:00;"Mr Market needs $SPY 2 stay topside 273.43 on weakness 4 momo to continue unabated!

Could 281.25 b in the cross-hairs, 𝑰 𝒉𝒂𝒗𝒆 𝑵𝒐 𝑰𝒅𝒆𝒂, i will allow price action 2 tell me 

FYI: 265.62 held &amp; allowed 4 continuation, this is what $AAPL needs

5 Minute  Yearly Chart https://t.co/CfEflGBqHb"
11190;2020-04-09 08:46:46+00:00;"RT @asadcfb: BUY #USDJPY at 108.85
SL 108.35
TP 109.40/50

Follow me for the Real Time Live trading signals in Global Financial Markets

#f…"
11191;2020-04-09 08:45:55+00:00;$HIPH | Current Price 0.0014 | ✓RSI Oversold | ✓MACD Bullish Divergence | Down 90% | ✓Goldman Small Cap Target 0.0125 or ~800% Upside Potential | @MarketWatch @CNBC @NYSE @Nasdaq $SPY $SPX $INDU https://t.co/jsZTDsMFyx
11192;2020-04-09 08:45:29+00:00;Packaging #inventory #stocks for shipment on request, immediate production of #handsanitizer, 75% #alcoholsterilizer, and #liquidsoap, please email sales@srpackaging.com to reserve your #packaging, No MOQ, https://t.co/1dRfPYxDEm https://t.co/GI8TCpJKBM
11193;2020-04-09 08:44:34+00:00;"RT @realstock100: #ODX. Government anti body rapid test .
Could go some look what ncyt did.
#AIM.#STOCKS. #STOCKTIPS.#INVESTING. https://t.…"
11195;2020-04-09 08:44:04+00:00;"RT @MDTrades12: ES 650 points away from ATH or ~5-6 more days of our daily action.

The V bounce of all V bounces.

Is it possible? Sure.…"
11196;2020-04-09 08:43:41+00:00;"RT @Wheels88Fortune: Rivian @Rivian is a real company backed by $AMZN and $F

$TSLA is a money-losing shit company that announces fake prod…"
11197;2020-04-09 08:43:35+00:00;"@the_chart_life Interesting you pick out #molina #healthcare -it's been in buy on our system since NOV 2019. Shows up different approaches different time frames. See chart. Key: above the cloud ""In Buy"" below ""In Sell"" #SP500 $MOH https://t.co/NjJwKS0juf"
11198;2020-04-09 08:43:27+00:00;RT @sp3cul8r: That gap on $AMZN .... https://t.co/H2XHumptFM
11199;2020-04-09 08:43:08+00:00;RT @MalcolmDGama04: #SPX Breaking higher.. V Bullish if it does today. $SPX https://t.co/WIXlwrCXd8
11200;2020-04-09 08:43:03+00:00;"RT @NASDNG: The NASD OTC Market closed today Wednesday, April 08, 2020 with no movement in price. The NSI &amp; Market Capitalisation closed at…"
11201;2020-04-09 08:42:33+00:00;Many #sugar stocks have been hitting UC and some new stocks too have rallied and entered in #BullishMomentum zone. Please note this zone is not for #greedy #dumbstuff #investors . It is for those who don't fall in love with #stocks and book #profits . https://t.co/9Tr7EFs4gA
11202;2020-04-09 08:41:46+00:00;"Are you in a serious need of any form of financial services: Cryptocurrency Mining, BG, Loan, SBLC, Forex Trade and other Financial Instruments?

#gold #preciousmetals #GDX #GDXJ  #business #finance #investments #stockmarket #fintwit #stockstotrade #stockstowatch #fintwit #stocks https://t.co/5XMHa9ijZ7"
11203;2020-04-09 08:41:17+00:00;$GOOG #patent 20200109872 CONTINUOUS INTELLIGENT-CONTROL-SYSTEM UPDATE USING INFORMATION REQUESTS DIRECTED TO USER DEVICES #tech #IP #research https://t.co/lXdkpTPjfn
11204;2020-04-09 08:41:05+00:00;$7219 #Minetech Resources Minetech Resources Berhad: 3 directors bought/maiden bought: Three Directors at Minetech Resources Berhad bought/maiden bought 8,370,000 shares at 0.000MYR. The significance rating of the trade was 73/100. Is… https://t.co/pIsV8fAFeP #equity #stocks https://t.co/FCH7BELEks
11205;2020-04-09 08:40:42+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
11206;2020-04-09 08:40:14+00:00;#Stocks,#Indexes Apologies for seemingly contradictory outlook. Bottom-signaled rally looks to be interrupted by early selling Thurs., then resuming.
11207;2020-04-09 08:40:02+00:00;Global #stocks gain on hopes pandemic is reaching peak - https://t.co/pfGenVTK7q
11208;2020-04-09 08:39:20+00:00;"RT @tonycfa: *DISNEY TOPS 50M SUBSCRIBERS* 
$DIS 
-Bloomberg News"
11209;2020-04-09 08:39:19+00:00;$ES_F melting quite a bit. Lots of selling and algo/market maker action hitting the tape. $SPY $SPX
11210;2020-04-09 08:39:06+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11211;2020-04-09 08:38:37+00:00;RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...
11212;2020-04-09 08:37:51+00:00;RT @MalcolmDGama04: #SPX Breaking higher.. V Bullish if it does today. $SPX https://t.co/WIXlwrCXd8
11213;2020-04-09 08:37:43+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
11214;2020-04-09 08:36:38+00:00;"RT @gvkreddi: What to understand from the #NiftyAuto index?

No truck, car or bus sold &amp; no truck, car or bus moves but  #stock prices can…"
11215;2020-04-09 08:36:05+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11216;2020-04-09 08:35:51+00:00;"RT @IamBitmannn: 🦜Big milestone🦜

#Bitcoin #LINK #XRP #ETH #Altcoins #Crypto #COVID19 #forex #stocks $BTC https://t.co/0Dz5hKqkd9"
11217;2020-04-09 08:34:48+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11218;2020-04-09 08:34:43+00:00;"RT @williamoneilco: ""The whole secret to winning big in the stock market is not to be right all the time, but to lose the least amount poss…"
11219;2020-04-09 08:34:41+00:00;Disney+ has reached 50 million paid subscribers in 5 months worldwide, $DIS announces... https://t.co/wYXwtLCJve
11220;2020-04-09 08:34:37+00:00;#WTTR I readjusted my buy signal to 5.35. #Stocks https://t.co/qpHKG966IP
11221;2020-04-09 08:34:26+00:00;RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...
11222;2020-04-09 08:34:25+00:00;#SPX500 If you short there will be a bounce on 2685-2680 https://t.co/gV9YaWq2gW
11223;2020-04-09 08:33:42+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11224;2020-04-09 08:33:28+00:00;"Our subscribers got in $S at $4.93 a share.

All recommendations date and time stamped on Trading View.

Give us a follow and find our for yourself!

#pennystocks #stocks #stockmarket #pennystocktrading #pennystockinvesting #swingtrading https://t.co/SNHcGTHP1V"
11225;2020-04-09 08:33:19+00:00;"#Bajajfinance  jackpot see Today high almost 2400 from yesterday low follow for more 

#NIFTYFUTURE #nifty #daytrading #StockMarket #stocks #intraday #NSE #moneycontrol https://t.co/XWlRRwNnap"
11226;2020-04-09 08:32:39+00:00;@PaulSmith1128 Look at where the #SP500 bottomed in 2009 it then rallied 80% before we got in but then put on a further 180% which we were in for
11227;2020-04-09 08:32:08+00:00;RT @sameer_bhadekar: $DIS 60 mins chart of walt disney. Anyone riding the rollercoster yet @87AlwaysRed https://t.co/XGJLDpJV02
11228;2020-04-09 08:32:04+00:00;$SPX  is showing higher high sequences from the lows, which means as far as the pivot at 2446.5 low holds, we can see more upside i toward 2899.9-3010.9 area  #elliottwave
11229;2020-04-09 08:32:04+00:00;"RT @SumitResearch: #stocks 

#Companies with ""Cash Reserve"" More then ""Mcap"" 

Companies have seen good correction YTD 

Major of them at a…"
11230;2020-04-09 08:31:42+00:00;$SPX is correcting cycle from the 3401.6 peak, it can see more short term strength before turn happens.  #elliottwave
11231;2020-04-09 08:31:31+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11232;2020-04-09 08:31:01+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11233;2020-04-09 08:30:57+00:00;RT @reshoftc: Disney announces that Disney+ now has 50M paid subscribers globally. India accounts for 8M of them. Disney is on 🔥 Long $DIS…
11234;2020-04-09 08:30:50+00:00;"RT @sssc: $AAPL &gt; 265.62 has bigly 𝙥𝙤𝙩𝙚𝙣𝙩𝙞𝙖𝙡 in my world!

𝟐𝟖𝟏.𝟐𝟓

277.34375
273.4375
269.53125

𝟮𝟲𝟱.𝟲𝟮𝟱

261.71875
257.8125
253.90625

𝟮𝟱𝟬…"
11235;2020-04-09 08:30:47+00:00;"RT @gualestrit: Disney+ supera los 50 millones de suscriptores globales.

$DIS +7.1% after-hours"
11236;2020-04-09 08:30:30+00:00;"$AAPL &gt; 265.62 has bigly 𝙥𝙤𝙩𝙚𝙣𝙩𝙞𝙖𝙡 in my world!

𝟐𝟖𝟏.𝟐𝟓

277.34375
273.4375
269.53125

𝟮𝟲𝟱.𝟲𝟮𝟱

261.71875
257.8125
253.90625

𝟮𝟱𝟬

$SPY $QQQ

Daily Chart - Quarterly Chart  -Yearly Chart each candle represents a year of price movement https://t.co/PzdOSyZLue"
11237;2020-04-09 08:30:16+00:00;"#SPX 4H graph on April 9 - the medium waves for $SPX:
1) ABC waves? YES!
2) Red box reached? YES!
3) Divergence? YES!
4) Break of red trend line? NO!
Bears might take over at break of trend line!
Not a selling advice!
#US500 $US500 #SP500 $SP500 #EWT #TA
Simplified illustration: https://t.co/DyTGpUNkHx"
11238;2020-04-09 08:30:03+00:00;#buy rallis india ltd. at Rs.200.05 https://t.co/rQyKlD9e3U #rallis #FinTech #MachineLearning #stocks #trading #India #charts #ML #AI https://t.co/PYC1aKT1gg
11239;2020-04-09 08:29:48+00:00;"🦜Big milestone🦜

#Bitcoin #LINK #XRP #ETH #Altcoins #Crypto #COVID19 #forex #stocks $BTC https://t.co/0Dz5hKqkd9"
11240;2020-04-09 08:29:34+00:00;RT @JustAnything65: @brendan_ables @chaselyons Everytime I see this image, I like to think there's an immature pre-teen that had the misfor…
11241;2020-04-09 08:29:28+00:00;China Posts Smallest 2020 Loss For World's Major Equity Regions. https://t.co/c9qsIzgWdv #business #stocks #finance
11242;2020-04-09 08:29:27+00:00;"RT @SumitResearch: #stocks 

#Companies with ""Cash Reserve"" More then ""Mcap"" 

Companies have seen good correction YTD 

Major of them at a…"
11243;2020-04-09 08:28:46+00:00;"$nzdcad head and shoulder setup

long below 0.84500 tp : 0.30% to 1%

$usd $jpy $forex $chf $aud $cad $eur #forex #forextrading $nzd $sgd #ForexMarket #forextrading  #money #earnmoney #rupee #SPX500 #ThursdayThoughts #Pharmaceutical #trump #market #StockMarket #stocks #Stock2020 https://t.co/qnXDnikpif"
11244;2020-04-09 08:28:39+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11245;2020-04-09 08:28:36+00:00;"RT @SpaceManTrades: $HQGE Power hour here. Monster day. Almost double 10 day avg. Lets see that .0014 pop.
$NUGS $DIS $SKDI $CUBV 💥💥 https:…"
11246;2020-04-09 08:28:31+00:00;"RT @leadlagreport: Have a big writing coming out tomorrow on @seekingalpha.

Title?

The Greatest Disconnect Between Stocks And The Economy…"
11247;2020-04-09 08:28:13+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
11248;2020-04-09 08:28:07+00:00;Eurozone’s two biggest economies sink into historic recessions https://t.co/CvVeHunYN6 via @financialtimes #Eurobonds #Eurogroup #Euro #Europe #politics #EuropeanUnion #ECB #business #money #trade #economy #stocks #Germany #Merkel #France #Macron
11249;2020-04-09 08:27:42+00:00;"🇺🇸 It’s #ChartOfTheDay time! Check out our analyst’s view of the $US500! 📈 📉
👉  https://t.co/wXi3MjvEIL
#MarketOutlook #Tickmill #Trading #Markets #Indices"
11250;2020-04-09 08:27:33+00:00;Georgia Senator Kelly Loeffler Will Liquidate #stocks ‘To End The Distraction’ Following Insider Trading Controversy https://t.co/uUwAZngBRL https://t.co/EF8gyxWRO6
11251;2020-04-09 08:27:29+00:00;"RT @realSologenic: SOLO hodlers will soon be able to trade &amp; tokenize 40,000 #stocks, ETFs &amp; commodities on 30 global securities exchanges!…"
11252;2020-04-09 08:27:25+00:00;RT @anjeltrade: $DIS  with that subscribers boost pushing the stock higher-up. Close above 108 can give this stock a breather from shorts n…
11253;2020-04-09 08:27:23+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11254;2020-04-09 08:27:15+00:00;RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…
11255;2020-04-09 08:27:05+00:00;RT @SGA2K: @Hercules_Trader Would have been a good play today.. $DIS did well!
11256;2020-04-09 08:26:53+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11257;2020-04-09 08:26:49+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11258;2020-04-09 08:26:37+00:00;"#Stocks gained globally alongside U.S. #equity futures on Thursday. #Oil rose after Russia signaled it’s ready to make production cuts.

Stay Home and Trade with CMS Prime

#forex #trading #forextrader #bitcoin #forextrading #cryptocurrency #forexsignals #fx #ForexLesson https://t.co/pq6YxX8uGR"
11259;2020-04-09 08:26:34+00:00;RT @JerryCap: $GOOG is now a value investment https://t.co/eevfn4FYrC
11260;2020-04-09 08:26:28+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11261;2020-04-09 08:26:21+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11262;2020-04-09 08:26:16+00:00;RT @Northst18363337: Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #busin…
11263;2020-04-09 08:26:12+00:00;"$IPS #Ipsos S.A. Ipsos : Heavy Covid-19 impacts: &gt;Suspension of management’s guidance for 2020 following the &gt;50% fall in orders since mid-March - Via a press release, Ipsos’ management announced yesterday morning the suspension of its… https://t.co/KUvHINpBTn #equity #stocks"
11264;2020-04-09 08:26:10+00:00;$NOVN #Novartis AG NOVARTIS: Safety review of Beovu concludes about risks | BUY | CHF105 vs. CHF107 (+27%): NOVARTIS - BUY | CHF105 vs. CHF107 (+27%) Safety review of Beovu concludes about risks The warning about Beovu dated February 2020… https://t.co/XQJutPJzUb #equity #stocks https://t.co/JDY0CYdYA7
11265;2020-04-09 08:26:09+00:00;$000270 #Kia Motors Corp. Kia Motors Corp: 1 director bought: A director at Kia Motors Corp bought 1,500 shares at 25,950.000KRW and the significance rating of the trade was 69/100. Is that information sufficient for you to make an… https://t.co/tnrKVbLcHn #equity #stocks
11266;2020-04-09 08:26:09+00:00;$ENGI #Engie ENGIE: The 2 strategic divisions are harshly affected | NEUTRAL vs. BUY | EUR12 vs. EUR18 (+27%): ENGIE - NEUTRAL vs. BUY | EUR12 vs. EUR18 (+27%) The 2 strategic divisions are harshly affected Guidance and dividend dropped… https://t.co/3Oxd7IsKAE #equity #stocks https://t.co/Cl6pN593oU
11267;2020-04-09 08:26:08+00:00;$EKI #Ekinops SA EKINOPS: Q1 slightly growing in challenging covid-19 context | BUY | EUR7.3: EKINOPS - BUY | EUR7.3 Q1 slightly growing in challenging covid-19 context Q1 growth can appear modest… …but acceleration is expected https://t.co/ty8S0a0P8V #equity #stocks https://t.co/8TFbpP2VBR
11268;2020-04-09 08:26:07+00:00;$FAIT #Faisal Islamic Bank Of Egypt Faisal Islamic Bank Of Egypt: 1 director bought: A director at Faisal Islamic Bank Of Egypt bought 22,405 shares at 0.000EGP and the significance rating of the trade was 52/100. Is that information… https://t.co/pACfFW8hsA #equity #stocks https://t.co/bOcAJ2JEZN
11269;2020-04-09 08:26:04+00:00;ING - Technical Analysis/Short-term selling pressure in the Bund future continues: The weekly chart looks bearish after making a key reversal at the top of the market in the first half of March. This is bearish and suggests lower prices… https://t.co/AvCLjam3zd #equity #stocks
11270;2020-04-09 08:25:43+00:00;"#BalkrisInd fut buy abv 892.85

Did UC and high made 918.4 🚀 🚀
Lot size 800

#stocks
#StocksToTrade
#stockstowatch
#StockMarket
#Nifty
#Sensex https://t.co/a7Ql6n1R9Y"
11271;2020-04-09 08:25:32+00:00;Gold - Positioning itself for the next move taking it above $1700 #gold #silver #preciousmetals #GDX #GDXJ #HUI #business #finance #investments #stockmarket #fintwit #stockstotrade #stockstowatch #fintwit #stocks https://t.co/5Ah06r0sBd
11272;2020-04-09 08:25:21+00:00;"Friends - Please find attached the updated performance report for ALL-IN-ONE pack though had a mixed day today due to expiry volatility in some of the stocks but still overall good profit this week. So, if you have more than 5 lakhs, ALL-IN-ONE pack is MUST!
#stocks #StockMarket"
11273;2020-04-09 08:25:03+00:00;/ym up 278 points and /es up 27 points ahead of the producer price index (PPI) report @ 8:30 EST, intitial jobless claims report @ 8:30 EST, and the Michigan consumer expectations @ 9:00 EST. #ppi #joblessclaims #michigansentiment #economiccalendar #trading #stocks #news
11274;2020-04-09 08:24:51+00:00;"RT @SumitResearch: #stocks 

#Companies with ""Cash Reserve"" More then ""Mcap"" 

Companies have seen good correction YTD 

Major of them at a…"
11275;2020-04-09 08:24:46+00:00;"Oil firms as OPEC hypes deal, stocks cheer

https://t.co/YcyyCdqaaX

#OPEC #crude #USD #stocks #covid19 #eurusd #forex https://t.co/9ImarUcghW"
11276;2020-04-09 08:24:44+00:00;RT @tuncakin: @hindsightoshi @Scelliott81 Damn! Happened to me today on $GOOG
11277;2020-04-09 08:24:32+00:00;$NYMO overbought but could get more overbought. Does seem like a temporary pullback is due soon before higher $SPX https://t.co/IDZ2kYPWRH
11278;2020-04-09 08:24:10+00:00;"RT @Lakshmi_888: Posted charts at lows 2175 (600pts ago)

G/Furus predicting 29xx 3000 now

EASY to predict when ~200pts away

Show me a pi…"
11279;2020-04-09 08:23:53+00:00;"Recording of Seminar: Are World Indices Entering into A Crash Territory? --&gt; https://t.co/b9AMpDfgza
$SPX $YM_F $DAX $FTSE #Elliottwave #SPX #INDU #DAX #FTSE https://t.co/HCg6o3Yk9u"
11280;2020-04-09 08:23:44+00:00;"Is the latest up-move in #equities stretched too far? We pay attention to the #Dow30 as it is very close to the 50% Fibo resistance, the VWAP and the upper BBand. It is more likely sellers to become more active again around these levels.

#forex #trading #investing #stocks https://t.co/pjr8grdUJh"
11281;2020-04-09 08:23:42+00:00;"@ReutersBiz #Redrow on our system was a star performer before #coronavirus hit &amp; became a sell before the furlough news hit. See chart. Key: above the cloud ""In Buy"" below ""In Sell"". #uk #FTSE #housingmarket #workforce #Jobs #jobsearch #trading #investing #stocks https://t.co/gFRPDHgPP6"
11282;2020-04-09 08:23:30+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
11283;2020-04-09 08:23:16+00:00;"RT @Investingcom: BREAKING:

DISNEY SHARES JUMP 4% AS DISNEY+ SUBSCRIPTIONS TOP 50 MILLION

$DIS https://t.co/hxxJNbgTqS"
11284;2020-04-09 08:22:51+00:00;RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...
11285;2020-04-09 08:22:15+00:00;RT @SeekingAlpha: Big Picture Perspective On Bear Markets With Recessions. https://t.co/v6nM1BEHyX #investing #trading #stocks
11286;2020-04-09 08:20:42+00:00;"Maruti Suzuki stock up by 10% and touched an intraday high of Rs 5208.9 (10.89%). Stock has been gaining for the last 3 days and has risen 29.15% in the period. 
https://t.co/6WCJ7IEuIh
#StockMarket #stocks https://t.co/0F9HuCzQC6"
11287;2020-04-09 08:20:37+00:00;"RT @eToro: Today, JPMorgan Chase's chief Jamie Dimon warns that we are facing ""financial stress"" like the 2008 crisis while adding they are…"
11288;2020-04-09 08:20:09+00:00;RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...
11289;2020-04-09 08:20:09+00:00;$SPX heading back to the 50 MA https://t.co/yYBBUMC706
11290;2020-04-09 08:20:03+00:00;"#NIFTY  Now @ 9050,  Now look @ 9000 PE of 16-Apr-2020 now @ 245.  SL. 210 ....

#spselva #stocks #trading #market #news #investing #daytrading #selvaraj  #sp #analysis #equity #nse #bse #nifty #banknifty"
11291;2020-04-09 08:19:58+00:00;Investment Analysts’ Recent Ratings Changes for Brightsphere Investment Group $BSIG https://t.co/cn0rLJj5Uj #stocks
11292;2020-04-09 08:19:45+00:00;2600 on #SPX500 is where we have to close the week today to keep this #Bull #Market going for now :) happy Easter! https://t.co/W52lcJgBe5
11293;2020-04-09 08:19:16+00:00;"Not bad - no? 

$VXX $VIX $SPY $SPX #ES_F #SPY #SPX https://t.co/rDNK8F4E6B"
11294;2020-04-09 08:18:24+00:00;"RT @andrewnyquist: $SPX Time &amp; Price A-B-C recoveries. #IBDpartner

Time says 6 days up, then pullback, then 6 days up (ending April 9). Pr…"
11295;2020-04-09 08:17:52+00:00;"RT @gualestrit: Disney+ supera los 50 millones de suscriptores globales.

$DIS +7.1% after-hours"
11296;2020-04-09 08:17:14+00:00;"RT @SumitResearch: #stocks 

#Companies with ""Cash Reserve"" More then ""Mcap"" 

Companies have seen good correction YTD 

Major of them at a…"
11297;2020-04-09 08:16:24+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
11298;2020-04-09 08:15:34+00:00;"#European #indices far weaker than the #US the strongest of which is the #NASDAQ100 which is still in buy on our system. See charts on it, #ftse100 #DAX30 &amp; #Ibex35 for comparison. Key: above the cloud ""In Buy"" below ""In Sell"". #trading #investing #stocks #COVID19 #COVID2019 https://t.co/HCP1g9vXxk"
11299;2020-04-09 08:15:22+00:00;$GOOG $GOOGL https://t.co/ZMBfXnHQsp
11300;2020-04-09 08:14:50+00:00;"RT @Crypto____World: 🇿🇼ZIMBABWE🇿🇼

CRYPTO NEWS🌍

Government teams up with Apollo to launch national cryptocurrency🌍

#apollocurrency #crypt…"
11301;2020-04-09 08:14:32+00:00;"RT @InvestMyFunds: Important factors before investing in #Mutualfunds
#investmufunds #mutualfundsindia #mutualfundsip #invest #investments…"
11302;2020-04-09 08:14:21+00:00;$SLGG #Stocks #StockMarket #SuperLeagueGaming reports Q4 EPS on https://t.co/savSNTKlN1   from preceding quarter from $-0.52 per share, Sales fell by -25.143 % from $0 millions.https://t.co/DIvBUQ09n9
11303;2020-04-09 08:14:21+00:00;$WIZD #Stocks #StockMarket #WizardEntertainment reports Q4 EPS on https://t.co/savSNU1XbB  WIZD announced very strong Sales growth of 401.964 % Y/Y to $1.655 MM in the Q4, but lost money at $-0.01.https://t.co/1Uwn9WPc06
11304;2020-04-09 08:14:09+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
11305;2020-04-09 08:14:02+00:00;Aim Immunotech ($AIM) social hype OVER HYPED. Current chance of financial distress is under 79% https://t.co/UeYrhBy3j0 #stocks #news #wallstreet
11306;2020-04-09 08:13:53+00:00;#DJIA #SP500 #NASDAQ Can you believe it : https://t.co/UokBHsdq54 https://t.co/rJPRKlPukm
11307;2020-04-09 08:12:25+00:00;Choose your color for COINBASE:BTCUSD by DeltaTauTheta #Bitcoin #btc #btcusd #notfinancialadvice $btc $xbt $eth $xrp $spx https://t.co/tl30cmlTQb https://t.co/849M1GXxrZ
11308;2020-04-09 08:12:18+00:00;"Choose your color:
https://t.co/KnBeGWPERe

#Bitcoin #btc #btcusd $btc $xbt $eth $xrp $spx #notfinancialadvice"
11309;2020-04-09 08:11:50+00:00;RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…
